"screen_name","id_num","id_str","created_at","text","retweet_count","favorite_count"
"BBCWorld","1278746331104841728","1278746331104841728","2020-07-02 17:44:17","b'Italian marines accused of killing two Indian fishermen in 2012 are entitled to immunity, court rules https://t.co/AmQl0k52vr'","36","113"
"BBCWorld","1278742995748163584","1278742995748163584","2020-07-02 17:31:02","b'RT @bbcworldservice: THREAD: Where are #Covid19 cases still rising? \n \n(1/7) The US broke a new daily record with 52,000 infections on Wedn\xe2\x80\xa6'","25","0"
"BBCWorld","1278742116496289792","1278742116496289792","2020-07-02 17:27:33","b'Publisher 2K Games first to reveal it will charge more for PS5 and Xbox Series X title https://t.co/Id3ph6djoo'","23","98"
"BBCWorld","1278737665190432774","1278737665190432774","2020-07-02 17:09:51","b""Facebook boss Mark Zuckerberg: Advertisers will be back 'soon enough' https://t.co/05RPk2qt13""","83","293"
"BBCWorld","1278719853847814144","1278719853847814144","2020-07-02 15:59:05","b'Gunmen storm drug rehabilitation centre in central Mexico, killing 24 people https://t.co/KoDhmN9zHN'","120","297"
"BBCWorld","1278713539818147841","1278713539818147841","2020-07-02 15:33:59","b""What does the Hong Kong crisis tell us about China's place in the world?\n\nBBC's Jonathan Marcus takes a look https://t.co/YesFmKVyNy""","154","423"
"BBCWorld","1278711192257773568","1278711192257773568","2020-07-02 15:24:40","b'RT @BBCNews: ""I saw [Captain Tom] walking on TV. I said \'I can do that\'""\n\nFive-year-old Tony Hudgell has raised over \xc2\xa31m for the hospital t\xe2\x80\xa6'","266","0"
"BBCWorld","1278701628661604353","1278701628661604353","2020-07-02 14:46:40","b'Students and school-leavers around the world are likely to face difficulties in accessing the jobs market\n\nThis 2008 graduate has advice for how to survive, and even thrive, in a global financial crisis\n\nhttps://t.co/kFF6zSHa2C https://t.co/ngBmHfTAEn'","92","279"
"BBCWorld","1278698743454470146","1278698743454470146","2020-07-02 14:35:12","b'RT @BBCPolitics: UK and EU say serious differences remain over post-Brexit trade deal, following latest negotiations in Brussels \n\nhttps://\xe2\x80\xa6'","68","0"
"BBCWorld","1278695156527611910","1278695156527611910","2020-07-02 14:20:56","b'Despite two straight months of jobs growth, US employment is still 15 million below its pre-pandemic level, with the jobless rate just above 11%\n\nhttps://t.co/HYNyNoWXnm https://t.co/KQKNIwPUJl'","145","274"
"BBCWorld","1278694667945684993","1278694667945684993","2020-07-02 14:19:00","b'The US economy created jobs at a record pace in June, as firms took on more staff after the coronavirus downturn https://t.co/eBKduopIo3'","37","183"
"BBCWorld","1278686465963294723","1278686465963294723","2020-07-02 13:46:24","b'""This is the largest monthly jobs gain in the history of our country""\n\nPresident Trump says US firms created a record 4.8 million jobs in June, saying ""today\'s announcement proves that our economy is roaring back""\n\nhttps://t.co/03FDxfKXZq https://t.co/UOzq8BvM00'","121","552"
"BBCWorld","1278684288855220224","1278684288855220224","2020-07-02 13:37:45","b'RT @BBCBreaking: FBI arrests British socialite Ghislaine Maxwell, an associate of late disgraced financier Jeffrey Epstein https://t.co/BK7\xe2\x80\xa6'","3206","0"
"BBCWorld","1278677481877377025","1278677481877377025","2020-07-02 13:10:43","b""RT @BBCSport: It's been confirmed that Manchester City will give Premier League champions Liverpool a guard of honour when the two teams me\xe2\x80\xa6""","106","0"
"BBCWorld","1278672403556638720","1278672403556638720","2020-07-02 12:50:32","b'RT @BBCr4today: The top US expert in infectious diseases, Dr Anthony Fauci, spoke to @JustinOnWeb and expressed his concern over the rise i\xe2\x80\xa6'","73","0"
"BBCWorld","1278670719073816577","1278670719073816577","2020-07-02 12:43:50","b'France to rename streets after African WW2 heroes https://t.co/KUGols4M4Q'","253","1319"
"BBCWorld","1278669821153067014","1278669821153067014","2020-07-02 12:40:16","b'RT @BBCNews: ""Mummy, what\'s his name?""\n\nThe charming moment an expert\'s daughter interrupts her live on TV  \xf0\x9f\xa6\x84\n\nhttps://t.co/GKXX7M77Ik http\xe2\x80\xa6'","484","0"
"BBCWorld","1278663747746365440","1278663747746365440","2020-07-02 12:16:08","b'Iran says there has been an ""incident"" at one of its nuclear facilities https://t.co/aD8yI0cGAz'","318","619"
"BBCWorld","1278658447681216515","1278658447681216515","2020-07-02 11:55:04","b""Fires in Brazil's Amazon rainforest at 13-year high in June https://t.co/DhacwGglIR""","222","493"
"BBCWorld","1278653407864160256","1278653407864160256","2020-07-02 11:35:03","b'Police suspended after dragging naked man from a house in Cape Town, South Africa in eviction caught on video https://t.co/p98PMthE2L'","116","377"
"BBCWorld","1278648782964563970","1278648782964563970","2020-07-02 11:16:40","b'France suspends Nato mission role, accusing Turkey of violating an arms embargo against Libya https://t.co/l3aumbWki4'","153","476"
"BBCWorld","1278646546918236160","1278646546918236160","2020-07-02 11:07:47","b""RT @BBCBreaking: 'Iconic' crime figures are among 746 arrests after a secret communications system was 'successfully penetrated' https://t.\xe2\x80\xa6""","399","0"
"BBCWorld","1278642011059425281","1278642011059425281","2020-07-02 10:49:46","b'Ireland sees significant increase in percentage of coronavirus cases from international travel, health minister says https://t.co/UNKkCp85si'","108","264"
"BBCWorld","1278636495641993217","1278636495641993217","2020-07-02 10:27:51","b""President Maduro's government will not have access to $1bn (\xc2\xa3820m) of Venezuelan gold stored in the Bank of England, after UK High Court ruling https://t.co/m4gGPUaBIw""","449","1327"
"BBCWorld","1278630205301698560","1278630205301698560","2020-07-02 10:02:51","b'Funeral for Ethiopian singer Hachalu Hundessa, as unrest over his death spreads from Oromia region where he was seen as a hero https://t.co/LYJ5VBxpN8'","47","163"
"BBCWorld","1278624144037380096","1278624144037380096","2020-07-02 09:38:46","b'RT @BBCNews: Dozens of countries will be exempt from travel quarantine from Monday, UK government sources indicate\n\nhttps://t.co/lpHF7hqqez'","91","0"
"BBCWorld","1278620298804428801","1278620298804428801","2020-07-02 09:23:29","b'Primark plans to open five new stores in the US, France and Poland, despite economic uncertainty over coronavirus \n\nhttps://t.co/w9NdHLJbjE'","49","240"
"BBCWorld","1278616474882584579","1278616474882584579","2020-07-02 09:08:17","b'Turkish court delays decision on whether 1,500-year-old Hagia Sophia in Istanbul can be converted into a mosque https://t.co/dd4IMkxpMY'","148","538"
"BBCWorld","1278611158132547584","1278611158132547584","2020-07-02 08:47:10","b'RT @BBCBreakfast: ""97% of grass roots venues cannot stay afloat with social distancing""\n@KTTunstall tells #BBCBreakfast why she\'s backing t\xe2\x80\xa6'","151","0"
"BBCWorld","1278607066148622337","1278607066148622337","2020-07-02 08:30:54","b'\xe2\x9e\xa1\xef\xb8\x8f US daily coronavirus infections hit new high\n\xe2\x9e\xa1\xef\xb8\x8f President Trump changes tack and says he would wear a mask \n\xe2\x9e\xa1\xef\xb8\x8f Around 75 countries could be exempt from UK travel quarantine rules\n\nLatest on pandemic: https://t.co/DEf6Uyxm8N https://t.co/dUzp3RKfEU'","62","201"
"BBCWorld","1278593314225356800","1278593314225356800","2020-07-02 07:36:15","b'RT @BBCWorld: Hong Kong: US passes sanctions as world condemns new law https://t.co/0yWrCu4ozc'","481","0"
"BBCWorld","1278593274698219523","1278593274698219523","2020-07-02 07:36:06","b""RT @BBCWorld: Coronavirus: 'I'm all for masks,' says Trump in change of tone https://t.co/dBKjSSEW9g""","209","0"
"BBCWorld","1278593000537575427","1278593000537575427","2020-07-02 07:35:01","b'RT @BBCWorld: Geoffrey Rush: Sydney newspaper loses appeal over defamation payout https://t.co/QPUYhWpixU'","62","0"
"BBCWorld","1278592976151773186","1278592976151773186","2020-07-02 07:34:55","b'RT @BBCWorld: Hagia Sophia: Turkey to rule on turning site into mosque https://t.co/6ela8DFE0G'","172","0"
"BBCWorld","1278592941951418369","1278592941951418369","2020-07-02 07:34:47","b'RT @BBCWorld: CIA did not verbally brief Trump on Russia report, says official https://t.co/LtXTvVVKwU'","71","0"
"BBCWorld","1278592855829815296","1278592855829815296","2020-07-02 07:34:26","b'RT @BBCSport: Free agent guard JR Smith has been reunited with LeBron James at the #LALakers for the rest of the season.\n\nMore \xf0\x9f\x91\x89 https://t.\xe2\x80\xa6'","38","0"
"BBCWorld","1278592104743174144","1278592104743174144","2020-07-02 07:31:27","b""RT @BBCr4today: The US has reached a new record for the number of new cases in one day - 52,982. America's leading infectious disease exper\xe2\x80\xa6""","362","0"
"BBCWorld","1278591304671416320","1278591304671416320","2020-07-02 07:28:16","b'RT @BBCNews: #Americast is back! \xf0\x9f\x87\xba\xf0\x9f\x87\xb8@maitlis, @BBCJonSopel &amp; @awzurcher will be with you until polling day\n \nOn this episode...\n \n- Coronavi\xe2\x80\xa6'","37","0"
"BBCWorld","1278580416283279360","1278580416283279360","2020-07-02 06:45:00","b'RT @BBCBreakfast: Our frontline emergency workers,  including doctors and paramedics, could be honoured with a permanent monument in centra\xe2\x80\xa6'","128","0"
"BBCWorld","1278580122627584001","1278580122627584001","2020-07-02 06:43:50","b'RT @BBCSport: ""A huge positive.""\n\nReal Madrid have finally launched their own women\'s team.\n\nMore: https://t.co/AIgpFZdRaS https://t.co/BEC\xe2\x80\xa6'","205","0"
"BBCWorld","1278573066432512001","1278573066432512001","2020-07-02 06:15:48","b'RT @BBCSteveR: \xe2\x80\x9cRussia is going in the wrong direction."" Our report for #BBCNewsTen on the controversial vote that could keep Vladimir Puti\xe2\x80\xa6'","209","0"
"BBCWorld","1278568464970665984","1278568464970665984","2020-07-02 05:57:31","b'Myanmar jade mine landslide kills dozens https://t.co/duBem3lMO7'","77","220"
"BBCWorld","1278543539572523008","1278543539572523008","2020-07-02 04:18:28","b""Xinjiang: US seizes 'forced labour' Chinese hair imports https://t.co/gaaSe4TlWE""","694","1021"
"BBCWorld","1278538472048001024","1278538472048001024","2020-07-02 03:58:20","b'Jeyraj and Fenix: Five policemen arrested over India custody deaths https://t.co/m9f5e5bTQd'","66","239"
"BBCWorld","1278532789793677312","1278532789793677312","2020-07-02 03:35:45","b'Hong Kong: US passes sanctions as world condemns new law https://t.co/0yWrCu4ozc'","481","1693"
